Module Name,File Path,Language,Lines of Code,Total Lines,File Size,Last Modified,Primary Purpose
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Automapper/Profiles/PageDataSourceProfile.cs",C#,35,40,1107,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Automapper/Profiles/SitemapAreaProfile.cs",C#,62,71,2255,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Automapper/Profiles/SitemapGroupProfile.cs",C#,40,46,1287,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Automapper/Profiles/SitemapNodeProfile.cs",C#,118,140,4973,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Automapper/Profiles/ValidationErrorProfile.cs",C#,26,29,695,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/BaseErpPageModel.cs",C#,389,473,16047,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ComponentMode.cs",C#,10,10,132,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/DataSourceCodeTestModel.cs",C#,11,11,252,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/DataSourceTestModel.cs",C#,19,23,613,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/DatasourceVariable.cs",C#,24,29,592,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/EqlQuery.cs",C#,21,25,589,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ErpPage.cs",C#,56,74,2062,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ErpTranslationDictionary.cs",C#,22,26,653,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Filter.cs",C#,20,25,699,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/FilterType.cs",C#,36,37,873,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ICodeVariable.cs",C#,7,7,126,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/JwtTokenModels.cs",C#,12,13,226,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/KeyStringList.cs",C#,14,16,353,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/LinkTagInclude.cs",C#,57,80,2197,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ListFilter.cs",C#,18,23,506,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/MenuItem.cs",C#,27,37,892,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/MetaTagInclude.cs",C#,18,23,455,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ModelNode.cs",C#,27,36,1183,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/MovedNodeInfo.cs",C#,22,28,769,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageBodyNode.cs",C#,27,38,1101,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageComponent.cs",C#,21,24,930,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageComponentAttribute.cs",C#,27,36,994,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageComponentContext.cs",C#,22,30,765,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageComponentMeta.cs",C#,38,53,1464,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageDataModel.cs",C#,760,860,33591,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageDataSource.cs",C#,20,25,527,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageSwitchItem.cs",C#,15,19,363,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageType.cs",C#,22,23,524,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageUtilsActionType.cs",C#,13,15,224,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/PageVisit.cs",C#,34,47,1152,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/QueryFilterJson.cs",C#,32,44,1104,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/QuerySortJson.cs",C#,24,32,765,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ScreenMessage.cs",C#,29,32,722,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/ScriptTagInclude.cs",C#,46,67,1771,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/SelectOptionsAjaxDatasource.cs",C#,23,29,795,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Sitemap.cs",C#,12,13,260,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/SitemapArea.cs",C#,39,54,1800,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/SitemapGroup.cs",C#,23,29,938,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/SitemapNode.cs",C#,43,59,1877,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/SitemapNodeType.cs",C#,17,18,373,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Snippet.cs",C#,16,20,373,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/TabNavRenderType.cs",C#,12,13,229,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/Theme.cs",C#,195,321,9505,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/TranslationResource.cs",C#,16,19,376,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/TypeaheadResponse.cs",C#,34,43,1312,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/UrlInfo.cs",C#,26,36,829,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Models/WebSettings.cs",C#,10,11,191,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/ApplicationHome.cshtml.cs",C#,82,89,2382,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/ApplicationNode.cshtml.cs",C#,86,102,2778,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/Dev.cshtml.cs",C#,15,18,293,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/Index.cshtml.cs",C#,87,99,2502,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordCreate.cshtml.cs",C#,128,150,4578,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordDetails.cshtml.cs",C#,97,111,3442,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordList.cshtml.cs",C#,87,96,2713,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordManage.cshtml.cs",C#,126,144,4804,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordRelatedRecordCreate.cshtml.cs",C#,145,170,5662,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordRelatedRecordDetails.cshtml.cs",C#,83,90,2767,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordRelatedRecordManage.cshtml.cs",C#,124,146,5053,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/RecordRelatedRecordsList.cshtml.cs",C#,87,94,2894,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/Site.cshtml.cs",C#,74,83,2159,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/ckeditor/ImageFinder.cshtml.cs",C#,174,197,11651,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/ckeditor/Index.cshtml.cs",C#,167,187,11080,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/error.cshtml.cs",C#,18,20,548,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/login.cshtml.cs",C#,100,120,2926,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Pages/logout.cshtml.cs",C#,50,58,1647,2025-11-19,"Page Component"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/AppRepository.cs",C#,221,333,11747,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/BaseDBRepository.cs",C#,79,89,1889,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/ErpPageRepository.cs",C#,151,257,10358,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/PageBodyNodeRepository.cs",C#,119,207,7652,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/PageDataSourceRepository.cs",C#,84,142,5100,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/SitemapAreaGroupRepository.cs",C#,89,145,5566,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/SitemapAreaNodeRepository.cs",C#,151,235,11496,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Repositories/SitemapAreaRepository.cs",C#,105,171,7442,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/AuthCache.cs",C#,1,61,1833,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/AuthToken.cs",C#,1,146,4795,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/AuthorizeAttribute.cs",C#,1,146,4493,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/ErpIdentity.cs",C#,1,28,748,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/ErpPrincipal.cs",C#,1,12,270,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/HttpForbiddenResult.cs",C#,1,19,409,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/HttpUnauthorizedResult.cs",C#,1,19,421,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Security/WebSecurityUtil.cs",C#,1,232,8928,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/AppSearchService.cs",C#,9,11,161,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/AppService.cs",C#,332,593,20012,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/AuthService.cs",C#,142,168,5602,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/BaseService.cs",C#,21,25,722,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/CodeEvalService.cs",C#,40,62,1861,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/FileService.cs",C#,86,94,2781,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/LogService.cs",C#,44,78,3686,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/MailService.cs",C#,105,142,6245,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/MetaService.cs",C#,21,23,548,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/PageComponentLibraryService.cs",C#,59,73,2455,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/PageService.cs",C#,1408,1962,68349,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/RenderService.cs",C#,455,487,17283,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/SnippetService.cs",C#,39,44,1082,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/ThemeService.cs",C#,56,69,2075,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/UserFileService.cs",C#,105,121,4204,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/UserPreferencies.cs",C#,97,127,4427,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/UserService.cs",C#,33,38,915,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Services/WebSettingsService.cs",C#,12,14,237,2025-11-19,"Service Layer"
WebVella.Erp.Web,"WebVella.Erp.Web/Snippets/EmptySampleClassSnippet.cs",C#,20,24,368,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/Extensions.cs",C#,42,45,1377,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvAuthorize/WvAuthorize.cs",C#,89,100,3169,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvDrawer/WvDrawer.cs",C#,130,158,4755,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFieldDatasource/WvFieldDatasource.cs",C#,718,826,30398,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFieldUserFileMultiple/WvFieldUserFileMultiple.cs",C#,226,616,25112,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterAutonumber/WvFilterAutonumber.cs",C#,33,41,988,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterBase/WvFilterBase.cs",C#,347,414,12158,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterCheckbox/WvFilterCheckbox.cs",C#,59,73,1796,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterCurrency/WvFilterCurrency.cs",C#,28,37,894,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterDate/WvFilterDate.cs",C#,64,77,2113,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterDateTime/WvFilterDateTime.cs",C#,64,75,2151,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterEmail/WvFilterEmail.cs",C#,31,40,865,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterFile/WvFilterFile.cs",C#,31,40,863,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterGuid/WvFilterGuid.cs",C#,31,39,862,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterHtml/WvFilterHtml.cs",C#,31,40,863,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterImage/WvFilterImage.cs",C#,31,39,864,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterMultiSelect/WvFilterMultiSelect.cs",C#,31,40,877,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterNumber/WvFilterNumber.cs",C#,33,41,977,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterPercent/WvFilterPercent.cs",C#,120,140,4805,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterPhone/WvFilterPhone.cs",C#,31,40,865,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterSelect/WvFilterSelect.cs",C#,61,73,1926,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterText/WvFilterText.cs",C#,31,40,863,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterTextarea/WvFilterTextarea.cs",C#,31,40,871,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvFilterUrl/WvFilterUrl.cs",C#,31,40,861,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvPageHeader/WvPageHeader.cs",C#,305,386,13741,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvPageHeaderActions/WvPageHeaderActions.cs",C#,25,28,806,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvPageHeaderActionsAux/WvPageHeaderActionsAux.cs",C#,25,28,813,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/TagHelpers/WvPageHeaderToolbar/WvPageHeaderToolbar.cs",C#,24,26,705,2025-11-19,"Tag Helper"
WebVella.Erp.Web,"WebVella.Erp.Web/Utils/Cache.cs",C#,45,54,1365,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Utils/DataUtils.cs",C#,273,278,6553,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Utils/HtmlHelperExtension.cs",C#,12,14,337,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Utils/ModelExtensions.cs",C#,109,133,3829,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Utils/PageUtils.cs",C#,1900,2317,52655,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Utils/ReflectionExtensions.cs",C#,94,101,2232,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/Utils/TempDataExtensions.cs",C#,23,26,745,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/WVPageModel.cs",C#,12,14,212,2025-11-19,"Source File"
WebVella.Erp.Web,"WebVella.Erp.Web/WebConfigurationOptions.cs",C#,26,32,1044,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/ApiService/ApiService.Auth.cs",C#,23,27,673,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/ApiService/ApiService.Project.cs",C#,14,19,551,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/ApiService/ApiService.System.cs",C#,25,33,937,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/ApiService/ApiService.cs",C#,29,33,1247,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Components/Base/AppState.razor.cs",C#,71,99,2417,2025-11-19,"UI Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Components/Base/ComponentState.cs",C#,9,14,287,2025-11-19,"UI Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Components/Base/WvBaseComponent.cs",C#,55,73,2082,2025-11-19,"UI Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Components/Base/WvContainer.razor.cs",C#,10,17,511,2025-11-19,"UI Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Components/Base/WvContainerStates.razor.cs",C#,21,22,683,2025-11-19,"UI Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Components/General/WvLogin.razor.cs",C#,46,60,1912,2025-11-19,"UI Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Exceptions/ApiConnectionException.cs",C#,7,10,331,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Exceptions/ApiException.cs",C#,9,13,494,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Exceptions/ApiTokenException.cs",C#,7,11,312,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Exceptions/BaseException.cs",C#,62,80,1846,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Exceptions/ValidationException.cs",C#,9,14,537,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Models/ApiErrorModel.cs",C#,13,18,339,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Models/AuthResponse.cs",C#,5,6,115,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Models/JwtToken.cs",C#,5,5,110,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Models/LoginModel.cs",C#,6,7,148,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Models/WvUser.cs",C#,9,11,236,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Pages/Index.razor.cs",C#,28,32,976,2025-11-19,"Page Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Pages/LoginPage.razor.cs",C#,6,9,181,2025-11-19,"Page Component"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Program.cs",C#,22,29,1223,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Services/AuthenticationService.cs",C#,51,59,1864,2025-11-19,"Service Layer"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Services/ConfigurationService.cs",C#,18,21,515,2025-11-19,"Service Layer"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Services/CustomAuthenticationProvider.cs",C#,28,35,1220,2025-11-19,"Service Layer"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Services/TokenManagerService.cs",C#,84,106,3655,2025-11-19,"Service Layer"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Utilities/DateOnlyUtils.cs",C#,41,49,1638,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Utilities/DateTimeUtils.cs",C#,26,32,881,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Utilities/HttpExt.cs",C#,181,206,6691,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/Utilities/NavigatorExt.cs",C#,280,322,8994,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/WasmConstants.cs",C#,14,17,662,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/_GlobalUsings.cs",C#,22,24,947,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Client/_global.cs",C#,6,5,294,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Server/Program.cs",C#,21,31,676,2025-11-19,"Source File"
WebVella.Erp.WebAssembly,"WebVella.Erp.WebAssembly/Shared/SharedClass.cs",C#,1,1,69,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Api/Cache.cs",C#,111,134,3115,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Api/DataSourceManager.cs",C#,438,539,15775,2025-11-19,"Business Logic Manager"
WebVella.Erp.Core,"WebVella.Erp/Api/Definitions.cs",C#,91,110,2576,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Api/EntityManager.cs",C#,1482,1873,61534,2025-11-19,"Business Logic Manager"
WebVella.Erp.Core,"WebVella.Erp/Api/EntityRelationManager.cs",C#,472,568,23737,2025-11-19,"Business Logic Manager"
WebVella.Erp.Core,"WebVella.Erp/Api/ImportExportManager.cs",C#,934,1106,59453,2025-11-19,"Business Logic Manager"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/ActionItemSection.cs",C#,21,21,420,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/AutoMapperConfiguration.cs",C#,45,57,2120,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/AutoMapperExtensions.cs",C#,62,105,3939,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/ErpAutoMapper.cs",C#,16,18,380,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/CurrencyProfile.cs",C#,58,69,1461,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/DataSourceProfile.cs",C#,35,43,1426,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/DatabaseNNRelationRecordProfile.cs",C#,24,31,707,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/EntityProfile.cs",C#,18,22,702,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/EntityRelationOptionsProfile.cs",C#,13,14,354,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/EntityRelationProfile.cs",C#,13,13,303,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/ErpRoleConverter.cs",C#,19,22,584,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/ErpUserConverter.cs",C#,71,83,2831,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/ErrorModelProfile.cs",C#,22,26,543,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/FieldPermissionsProfile.cs",C#,14,15,333,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/FieldProfile.cs",C#,187,216,8911,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/JobProfile.cs",C#,149,170,7163,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/RecordPermissionsProfile.cs",C#,13,14,322,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/SearchResultProfile.cs",C#,45,50,1849,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Profiles/UserFileProfile.cs",C#,34,39,1100,2025-11-19,"Data Model"
