Module Name,File Path,Language,Lines of Code,Total Lines,File Size,Last Modified,Primary Purpose
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Resolvers/DateTimeTypeConverter.cs",C#,12,12,348,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Resolvers/GuidToStringConverter.cs",C#,12,12,327,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Resolvers/SanitizeHtml.cs",C#,56,65,2462,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Resolvers/StringToGuidConverter.cs",C#,25,26,762,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/AutoMapper/Resolvers/UrlResolver.cs",C#,15,17,397,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/BaseModels.cs",C#,66,83,2119,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/CodeDataSource.cs",C#,13,16,463,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/Currency.cs",C#,41,56,1649,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/DataSourceBase.cs",C#,33,44,1332,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/DataSourceModelFieldMeta.cs",C#,36,44,1128,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/DataSourceParameter.cs",C#,16,20,459,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/DataSourceType.cs",C#,11,12,202,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/DatabaseDataSource.cs",C#,15,19,563,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/DatabaseNNRelationRecord.cs",C#,12,15,290,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/Entity.cs",C#,84,111,3096,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/EntityQuery.cs",C#,103,125,4281,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/EntityRecord.cs",C#,11,11,182,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/EntityRecordList.cs",C#,10,11,247,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/EntityRelation.cs",C#,111,160,5004,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/ErpRole.cs",C#,15,18,386,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/ErpUser.cs",C#,50,68,1873,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/ErpUserPreferences.cs",C#,28,36,1037,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FSResponse.cs",C#,29,34,767,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/AutoNumberField.cs",C#,29,36,1092,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/BaseField.cs",C#,402,456,16186,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/CheckboxField.cs",C#,20,23,651,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/CurrencyField.cs",C#,32,41,1217,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/DateField.cs",C#,28,35,1073,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/DateTimeField.cs",C#,28,35,1089,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/EmailField.cs",C#,24,29,821,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/FieldType.cs",C#,49,50,1282,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/FileField.cs",C#,20,23,637,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/FormulaField.cs",C#,4,13,312,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/GeographyField.cs",C#,42,54,1506,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/GuidField.cs",C#,37,46,1088,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/HtmlField.cs",C#,20,23,637,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/ImageField.cs",C#,20,23,641,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/MultiLineTextField.cs",C#,28,35,1065,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/MultiSelectField.cs",C#,26,31,912,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/NumberField.cs",C#,32,41,1215,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/PasswordField.cs",C#,28,35,999,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/PercentField.cs",C#,32,41,1219,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/PhoneField.cs",C#,28,35,993,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/RelationFieldMeta.cs",C#,39,52,1254,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/SelectField.cs",C#,56,70,1647,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/TextField.cs",C#,24,29,817,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/TreeSelectField.cs",C#,1,51,1495,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/FieldTypes/UrlField.cs",C#,28,36,1044,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/MetaChange.cs",C#,50,68,1511,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QueryCountResponse.cs",C#,13,14,317,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QueryObject.cs",C#,29,35,911,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QueryResponse.cs",C#,16,18,375,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QueryResult.cs",C#,12,14,345,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QuerySecurity.cs",C#,6,5,83,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QuerySortObject.cs",C#,18,22,521,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QuerySortType.cs",C#,12,12,217,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/QueryType.cs",C#,21,21,275,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/SearchQuery.cs",C#,25,34,955,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/SearchResult.cs",C#,29,39,1109,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/SearchResultList.cs",C#,8,9,177,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/SearchResultType.cs",C#,10,11,152,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/SearchType.cs",C#,10,11,146,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/SelectOptionAttribute.cs",C#,26,30,585,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/SystemSettings.cs",C#,21,26,526,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/UserComponentUsage.cs",C#,16,19,465,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/UserFile.cs",C#,38,53,1154,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/Models/ValidationUtility.cs",C#,99,132,4626,2025-11-19,"Data Model"
WebVella.Erp.Core,"WebVella.Erp/Api/RecordManager.cs",C#,1743,2109,75093,2025-11-19,"Business Logic Manager"
WebVella.Erp.Core,"WebVella.Erp/Api/SearchManager.cs",C#,212,242,8539,2025-11-19,"Business Logic Manager"
WebVella.Erp.Core,"WebVella.Erp/Api/SecurityContext.cs",C#,141,169,4300,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Api/SecurityManager.cs",C#,303,371,10767,2025-11-19,"Business Logic Manager"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/AutoMapperConfiguration.cs",C#,1,44,1575,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/AutoMapperExtensions.cs",C#,1,41,1323,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbEntityProfile.cs",C#,1,31,865,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbEntityRelationOptionsProfile.cs",C#,1,31,1057,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbEntityRelationProfile.cs",C#,1,31,1005,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbFieldPermissionsProfile.cs",C#,1,31,988,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbFieldProfile.cs",C#,1,363,17442,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbRecordPermissionsProfile.cs",C#,1,32,1042,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbRecordTreeProfile.cs",C#,1,60,1768,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbRecordViewProfile.cs",C#,1,326,18445,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/AutoMapper/Profiles/DbRecordsListProfile.cs",C#,1,191,10057,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DBTypeConverter.cs",C#,201,211,5449,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbConnection.cs",C#,159,222,5645,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbContext.cs",C#,128,191,5324,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbDataSourceRepository.cs",C#,101,157,5730,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbDocumentBase.cs",C#,12,14,231,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbEntity.cs",C#,38,50,1581,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbEntityRelation.cs",C#,27,35,976,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbEntityRelationOptions.cs",C#,14,16,413,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbEntityRepository.cs",C#,255,302,9094,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbException.cs",C#,10,11,159,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbFile.cs",C#,95,106,2959,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbFileRepository.cs",C#,395,512,16679,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbParameter.cs",C#,15,18,359,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbRecordRepository.cs",C#,1662,2097,93121,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbRelationRepository.cs",C#,255,310,9528,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbRepository.cs",C#,509,669,20624,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbSystemSettings.cs",C#,9,10,201,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/DbSystemSettingsRepository.cs",C#,95,106,2747,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbAutoNumberField.cs",C#,14,16,412,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbBaseField.cs",C#,140,162,4937,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbCheckboxField.cs",C#,9,10,212,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbCurrencyField.cs",C#,35,46,1240,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbDateField.cs",C#,14,16,430,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbDateTimeField.cs",C#,14,16,434,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbEmailField.cs",C#,11,12,292,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbFieldPermissions.cs",C#,18,21,496,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbFileField.cs",C#,9,9,206,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbFormulaField.cs",C#,4,13,304,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbGeographyField.cs",C#,22,29,719,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbGuidField.cs",C#,12,13,317,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbHtmlField.cs",C#,9,9,206,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbImageField.cs",C#,9,9,207,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbMultiLineTextField.cs",C#,13,15,405,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbMultiSelectField.cs",C#,12,14,358,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbNumberField.cs",C#,15,18,477,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbPasswordField.cs",C#,13,15,371,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbPercentField.cs",C#,15,18,478,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbPhoneField.cs",C#,13,15,372,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbSelectField.cs",C#,23,28,725,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbTextField.cs",C#,11,12,291,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbTreeSelectField.cs",C#,18,23,606,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Database/FieldTypes/DbUrlField.cs",C#,13,16,403,2025-11-19,"Data Access Layer"
WebVella.Erp.Core,"WebVella.Erp/Diagnostics/Log.cs",C#,111,130,4735,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/ERPService.cs",C#,1274,1472,54172,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlAbstractTree.cs",C#,103,149,3678,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlBuildResult.cs",C#,15,16,606,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlBuilder.Sql.cs",C#,819,960,35544,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlBuilder.cs",C#,380,456,15631,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlCommand.cs",C#,209,321,8944,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlError.cs",C#,9,9,169,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlException.cs",C#,22,28,674,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlFieldMeta.cs",C#,16,21,417,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlGrammar.cs",C#,98,121,4974,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlNodeType.cs",C#,22,22,283,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlParameter.cs",C#,72,89,1951,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlRelationDirectionType.cs",C#,8,8,109,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/Eql/EqlSettings.cs",C#,11,13,281,2025-11-19,"Query Language Implementation"
WebVella.Erp.Core,"WebVella.Erp/ErpPlugin.cs",C#,93,117,3673,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/ErpSettings.cs",C#,94,125,7499,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Exceptions/StorageException.cs",C#,17,20,443,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Exceptions/ValidationError.cs",C#,22,50,1264,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Exceptions/ValidationException.cs",C#,32,39,896,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Fts/BulStem/Stemmer.cs",C#,121,166,4626,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Fts/BulStem/StemmingLevel.cs",C#,13,14,210,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Fts/FtsAnalyzer.cs",C#,31,38,4024,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Hooks/ErpBaseHook.cs",C#,1,6,149,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/ErpRecordHook.cs",C#,1,33,674,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/ErpRecordHookAttribute.cs",C#,1,16,345,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/HookAttachmentAttribute.cs",C#,15,18,400,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/HookAttribute.cs",C#,13,15,322,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/HookInfo.cs",C#,12,35,817,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/HookManager.cs",C#,60,68,2132,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/HooksManager.cs",C#,1,163,5671,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPostCreateManyToManyRelationHook.cs",C#,9,10,264,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPostCreateRecordHook.cs",C#,9,10,258,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPostDeleteManyToManyRelationHook.cs",C#,9,10,266,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPostDeleteRecordHook.cs",C#,9,10,259,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPostSearchRecordHook.cs",C#,10,11,295,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPostUpdateRecordHook.cs",C#,9,10,259,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPreCreateManyToManyRelationHook.cs",C#,11,12,369,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPreCreateRecordHook.cs",C#,10,11,313,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPreDeleteManyToManyRelationHook.cs",C#,11,12,350,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPreDeleteRecordHook.cs",C#,10,11,312,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPreSearchRecordHook.cs",C#,11,12,333,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/IErpPreUpdateRecordHook.cs",C#,10,11,312,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/Hooks/RecordHookManager.cs",C#,136,167,7095,2025-11-19,"Hook Handler"
WebVella.Erp.Core,"WebVella.Erp/IErpService.cs",C#,15,16,416,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/IQueryRepository.cs",C#,6,5,87,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Jobs/ErpBackgroundServices.cs",C#,34,40,959,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/ErpJob.cs",C#,9,9,135,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/JobAttribute.cs",C#,36,42,856,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/JobDataService.cs",C#,443,525,22969,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/JobManager.cs",C#,259,303,8375,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/JobPool.cs",C#,151,180,3488,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/Models/Job.cs",C#,63,84,2089,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/Models/JobContext.cs",C#,26,34,737,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/Models/JobSettings.cs",C#,15,17,386,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/Models/JobType.cs",C#,35,43,921,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/Models/SchedulePlan.cs",C#,128,175,5131,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Jobs/SheduleManager.cs",C#,581,724,18783,2025-11-19,"Background Job"
WebVella.Erp.Core,"WebVella.Erp/Notifications/ErpRecordChangeNotification.cs",C#,10,11,222,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Notifications/Listener.cs",C#,11,12,239,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Notifications/Notification.cs",C#,12,13,257,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Notifications/NotificationContext.cs",C#,135,172,5317,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Notifications/NotificationHandlerAttribute.cs",C#,15,17,333,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Recurrence/RecurrenceChangeType.cs",C#,14,15,348,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Recurrence/RecurrenceEndType.cs",C#,13,14,260,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Recurrence/RecurrencePeriodType.cs",C#,21,22,435,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Recurrence/RecurrencePlan.cs",C#,276,314,10689,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Recurrence/RecurrenceRepeatMonthType.cs",C#,11,12,223,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Recurrence/RecurrenceTemplate.cs",C#,219,245,8265,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Recurrence/RecurrenceType.cs",C#,23,24,686,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/CryptoUtility.cs",C#,183,341,12353,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/DatasetExtensions.cs",C#,57,69,1785,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/DateTimeExtensions.cs",C#,49,62,1728,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/Dynamic/DynamicObjectCreater.cs",C#,37,44,966,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/Dynamic/Expando.cs",C#,228,414,13934,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/Dynamic/PropertyBag.cs",C#,138,232,8169,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/Dynamic/SerializationUtils.cs",C#,145,468,16727,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/Dynamic/Utilities.cs",C#,72,106,3212,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/Helpers.cs",C#,2616,2642,75442,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/Json.Net.Extensions.cs",C#,16,17,549,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/JsonCreationConverter.cs",C#,37,48,1381,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/PasswordUtil.cs",C#,26,34,919,2025-11-19,"Source File"
WebVella.Erp.Core,"WebVella.Erp/Utilities/TextExtensions.cs",C#,49,54,1024,2025-11-19,"Source File"
WebVella.Erp.Plugins.Project,"WebVella.Erp.Plugins.Project/Components/HookMetaHead/Project_HookMetaHead.cshtml",Razor,12,11,323,2025-11-19,"UI Component"
WebVella.Erp.Plugins.Project,"WebVella.Erp.Plugins.Project/Components/PcFeedList/Design.cshtml",Razor,5,4,214,2025-11-19,"UI Component"
WebVella.Erp.Plugins.Project,"WebVella.Erp.Plugins.Project/Components/PcFeedList/Display.cshtml",Razor,3,4,319,2025-11-19,"UI Component"
WebVella.Erp.Plugins.Project,"WebVella.Erp.Plugins.Project/Components/PcFeedList/Error.cshtml",Razor,9,8,335,2025-11-19,"UI Component"
WebVella.Erp.Plugins.Project,"WebVella.Erp.Plugins.Project/Components/PcFeedList/Help.cshtml",Razor,4,5,107,2025-11-19,"UI Component"
